Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector,NumFounders,total_investors
2021-06-15,MergerDomo,2018,Delhi,['Hormazd Charna'],Nadir B Godrej,500000.0,Seed,2021,Finance,1,1
2021-06-15,Wow! Momo,2008,Kolkata,"['Binod Homagai', ' Sagar Daryani', ' Shah Miftaur Rahman']",Tree Line Investment Management,15000000.0,Series C,2021,Consumables,3,1
2021-06-15,Arcana,2019,Bangalore,"['Mayur Relekar', ' Aravindh Kumar', ' Abhishek Chaudhary']",Balaji Srinivasan,370000.0,Seed,2021,Technology,3,1
2021-06-17,Razorpay,2014,Bangalore,"['Harshil Mathur', ' Shashank Kumar']","Matrix Partners India, GIC",160000000.0,Series E,2021,FinTech,2,2
2021-06-17,Crejo.Fun,2020,Bangalore,['Vikas Bansal'],"Matrix Partners India, 021 Capital",3000000.0,Seed,2021,Education,1,2
2021-06-17,Ecom Express,2012,Delhi,"['K. Satyanarayana', ' Manju Dhawan', ' Sanjeev Saxena', ' T. A. Krishnan']","CDC Group, Partners Group",20000000.0,Seed,2021,E-Commerce,4,2
2021-06-17,Edvizo,2017,Bangalore,['Ravi Nishant'],Inflection Point Ventures,1000000.0,Pre-series A,2021,Consumer Services,1,1
2021-06-17,Toothsi,2018,Mumbai,"['Dr Arpi Mehta', ' Dr Pravin Shetty', ' Dr Manjul Jain', ' Dr Anirudh Kale']","Eight Roads Ventures, Think Investments, Mankekar Family Office",20000000.0,Series B,2021,Healthcare,4,3
2021-06-17,XYXX Apparels,2017,Surat,['Yogesh Kabra'],Inflection Point Ventures,4000000.0,Series A,2021,Lifestyle,1,1
2021-06-18,Pazcare,2020,Bangalore,"['Sanchit Malik', ' Manish Mishra']","BEENEXT, 3one4 Capital",3500000.0,Seed,2021,Finance,2,2
2021-06-18,Zaara Biotech,2016,Kottayam,['Najeeb Bin Haneef'],TCN International Commerce,10000000.0,Seed,2021,Technology,1,1
2021-06-18,Insurance Samadhan,2018,Delhi,['Deepak Bhuvenshwari Uniyal'],"9Unicorns, ZNL",725000.0,Pre-series A,2021,Finance,1,2
2021-06-18,8i Ventures,2018,Mumbai,['Vikram Chachra'],Inflection Point Ventures,50000000.0,Seed,2021,Finance,1,1
2021-06-19,Capital Float,2013,Bangalore,"['Sashank Rishyasringa', ' Gaurav Hinduja']",Lightrock India,50000000.0,Seed,2021,Finance,2,1
2021-06-19,Tilt,2016,Bangalore,['Deepak VS'],Y Combinator,125000.0,Seed,2021,Logistics,1,1
2021-06-19,FRAAZO,2020,Mumbai,"['Atul Kumar', ' Aashish Krishnatre']","Sixth Sense Ventures, NABVENTURES",11000000.0,Series A,2021,Consumables,2,2
2021-06-19,iMumz,2019,Bangalore,"['Dr Jaideep Malhotra', ' Rajesh Jagasia', ' Ravi Teja Akondi', ' Mayur Dhurpate']","Enzia Ventures, AngelList",300000.0,Seed,2021,Automotive,4,2
2021-06-19,Flatheads,2018,Bangalore,"['Utkarsh Biradar', ' Ganesh Balakrishnan']","We Founder Circle, Dexter Angels",1000000.0,Pre-series A,2021,Lifestyle,2,2
2021-06-19,SleepyCat,2017,Mumbai,['Kabir Siddiq'],"Saama Capital, DSG Consumer Partners, Sharrp Ventures",3800000.0,Seed,2021,Other,1,3
2021-06-20,Curefoods,2020,Bangalore,['Ankit Nagori'],"Iron Pillar, Nordstar, Binny Bansal",13000000.0,Seed,2021,Consumables,1,3
2021-06-20,Tessolve,1993,Bangalore,"['P Raja Manickam', ' Srinivas Chinamilli', ' Veerappan V']",Novo Tellus Capital,40000000.0,Seed,2021,Other,3,1
2021-06-21,Ruptok,2020,Delhi,['Ankur Gupta'],Eclear Leasing,1000000.0,Seed,2021,FinTech,1,1
2021-06-21,ThatMate,2019,Satara,['Nishant Neeraj'],"Supriya Kumari, Premanshu Singh",140000.0,Seed,2021,Automotive,1,2
2021-06-22,Bella Vita Organic,2018,Gurugram,['Aakash Anand'],Ananta Capital,10000000.0,Seed,2021,Automotive,1,1
2021-06-22,BharatPe,2018,Delhi,"['Ashneer Grover', ' Shashvat Nakrani']","IIFL Wealth, Asset Management, Northern Arc Capital",20000000.0,Debt,2021,FinTech,2,3
2021-06-22,Square Yards,2014,Gurugram,['Tanuj Shori'],ADM Capital,25000000.0,Seed,2021,Real Estate,1,1
2021-06-22,The Hosteller,2015,Mumbai,['Pranav Dangi'],"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",1000000.0,Pre-series A,2021,Hospitality,1,4
2021-06-23,GramCover,2016,Noida,['Dhyanesh Bhatt'],"Siana Capital, Inflexor Ventures, Stride Ventures",7000000.0,Series A,2021,Finance,1,3
2021-06-23,Hubhopper,2015,Delhi,['Gautam Raj Anand'],"ITI Growth Opportunities Fund, Unit-E Ventures",169032154.0,Seed,2021,Media/Entertainment,1,2
2021-06-23,Hike,2012,Delhi,['Kavin Bharti Mittal'],"Binny Bansal, Kunal Shah",169032154.0,Seed,2021,Technology,1,2
2021-06-23,UptimeAI,2016,Bangalore,"['Jagadish Gattu', ' Vamsi Yalamanchili']",YourNest Venture Capital,1500000.0,Seed,2021,Technology,2,1
2021-06-24,Supertails,2021,Bangalore,"['Vineet Khanna', ' Varun Sadana', ' Aman Tekriwal']",Alteria Capital,700000.0,Seed,2021,Consumer Services,3,1
2021-06-24,Fabheads,2015,Chennai,['Dhinesh Kanagaraj'],"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",169032154.0,Pre-series A,2021,Automotive,1,4
2021-06-25,Slice,2016,Bangalore,['Rajan Bajaj'],"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",10000000.0,Seed,2021,Finance,1,4
2021-06-25,Uni Cards,2020,Bangalore,"['Nitin Gupta', ' Prateek Jindal', ' Laxmikant Vyas']","General Catalyst, Eight Roads Ventures, Elevation Capital",70000000.0,Series A,2021,Finance,3,3
2021-06-26,Pariksha,2015,Pune,"['Deepak Choudhary', ' Karanvir Singh Shekhawat', ' Utkarsh Bagri', ' Vikram Shekhawat']","Venture Catalysts, 9Unicorns Accelerator Fund",1800000.0,Seed,2021,Education,4,2
2021-06-26,OZiva,2016,Mumbai,"['Aarti', ' Mihir Gadani']","F-Prime Capital, Eight Roads Ventures India",12000000.0,Series B,2021,Automotive,2,2
2021-06-26,Akudo,2020,Bangalore,"['Lavika Aggarwal', ' Sajal Khanna', ' Jagveer Gandhi']","Y Combinator, Incubate Fund India",169032154.0,Pre-seed,2021,FinTech,3,2
2021-06-27,Stelis Biopharma,2007,Bangalore,['Pudhucode Radhakrishnan Kannan'],"RouteOne, Mankekar Family Office",195000000.0,Series B,2021,Technology,1,2
2021-06-27,Speciale Invest,2017,Bangalore,"['Vishesh Rajaram', ' Arjun Rao']",Inflection Point Ventures,10000000.0,Seed,2021,FinTech,2,1
2021-06-27,BharatPe,2018,Delhi,"['Ashneer Grover', ' Shashvat Nakrani']","Amplo, Insight Partners",100000000.0,Series D,2021,FinTech,2,2
2021-06-27,Enthu.ai,2020,Chandigarh,"['Tushar Jain', ' Vishal Verma']",Appit Simple Infotek,200000.0,Seed,2021,Technology,2,1
2021-06-27,Cloudphysician,2017,Bangalore,"['Dr Dhruv Joshi', ' Dr Dileep Raman']",Elevar Equity,4000000.0,Pre-series A,2021,Automotive,2,1
2021-06-27,Mamaearth,2016,Gurugram,"['Varun Alagh', ' Ghazal Alagh']",Sofina Ventures SA,50000000.0,Seed,2021,Automotive,2,1
2021-06-28,ElasticRun,2015,Pune,"['Sandeep Deshmukh', ' Saurabh Nigam', ' Shitiz Bansal']","Avataar Venture Partners, Kalaari Capital",75000000.0,Series D,2021,E-Commerce,3,2
2021-06-29,O4S,2017,Gurugram,"['Divay Kumar', ' Shreyans Sipani']","Think Investments, Venture Highway",6000000.0,Series A,2021,Technology,2,2
2021-06-29,GrowFix,2020,Bangalore,"['Ajinkya Kulkarni', ' Abhik Patel']","Zerodha's Rainmatter Capital, Better Capital",2000000.0,Seed,2021,FinTech,2,2
2021-06-29,Qoohoo,2020,Bangalore,"['Vimal Singh Rathore', ' Aseem Gupta']",Angel investors,800000.0,Seed,2021,Other,2,1
2021-06-29,Pitstop,2015,Bangalore,"['Mihir Mohan Mishra', ' Nirant Ramakuru', ' Ruchi Deepak']","Acko Technology, Services, LetsVenture",3500000.0,Pre-series B,2021,Automotive,3,3
2021-06-30,Ola Electric,2017,Bangalore,['Bhavish Aggarwal'],"Falcon Edge, Softbank",200000000.0,Seed,2021,Automotive,1,2
2021-06-30,Hyperface,2021,Bangalore,"['Ramanathan RV', ' Aishwarya Jaishankar']","Kunal Shah, Better Capital",1300000.0,Seed,2021,Technology,2,2
2021-07-01,Troo Good,2018,Hyderabad,['Raju Bhupati'],OAKS Asset Management,7000000.0,Series A,2021,E-Commerce,1,1
2021-07-01,Mentoria,2015,Mumbai,"['Ashish Arora', ' Nikhar Arora', ' Sameer Bhakhri']","Pradeep K Jaisingh, Jayant Mehrotra",200000.0,Pre-series A,2021,Education,3,2
2021-07-02,Nova Benefits,2020,Bangalore,"['Saransh Garg', ' Yash Gupta']","Susquehanna International Group, Bessemer Venture Partners",10000000.0,Series A,2021,Wellness/Beauty,2,2
2021-07-02,E42,2012,Pune,"['Animesh Samuel', ' Sanjeev Menon']",Pavestone Ventures,5400000.0,Series A,2021,Technology,2,1
2021-07-02,Safex Chemicals,1991,Delhi,"['SK Jindal', ' SK Chaudhary']",BanyanTree Finance Pvt. Ltd.,50000000.0,Seed,2021,Technology,2,1
2021-07-02,Moneyboxx,1994,Mumbai,['Deepak Aggarwal'],"Ashv Finance, BlackSoil Capital",3000000.0,Debt,2021,FinTech,1,2
2021-07-03,Godamwale,2016,Mumbai,"['Basant Kumar', ' Vivek Tiwari', ' Ranbir Nandan']",Inflection Point Ventures,169032154.0,Seed,2021,Logistics,3,1
2021-07-03,Bewakoof,2011,Mumbai,['Prabhkiran Singh'],"IvyCap Ventures, Pratithi Investment Trust",4000000.0,Seed,2021,Lifestyle,1,2
2021-07-03,Bijnis,2014,Delhi,"['Chaitanya Rathi', ' Shubham Agarwal', ' Siddharth Rastogi', ' Siddharth Vij']","Sequoia Capital India, Matrix Partners India",169032154.0,Seed,2021,E-Commerce,4,2
2021-07-03,Jupiter,2019,Mumbai,['Jitendra Gupta'],"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",44000000.0,Series B,2021,Finance,1,4
2021-07-04,Inzpira,2021,Trivandrum,"['Rohith Namboothiri', ' Sruthy Ramesh']","Raj Nair, Gopinath Latpate",300000.0,Seed,2021,Other,2,2
2021-07-04,Digantara,2018,Bangalore,"['Anirudh N Sharma', ' Rahul Rawat', ' Tanveer Ahmed']",Kalaari Capital,2500000.0,Seed,2021,Technology,3,1
2021-07-05,GlobalBees,2021,Delhi,['Nitin Agarwal'],"FirstCry, Lightspeed Venture Partners",150000000.0,Series A,2021,Wellness/Beauty,1,2
2021-07-05,Urban Company,2014,Delhi,"['Abhiraj Singh Bhal', ' Raghav Chandra', ' Varun Khaitan']",Vy Capital,188000000.0,Seed,2021,Other,3,1
2021-07-05,SatSure,2017,Bangalore,"['Prateep Basu', ' Rashmit Singh Sukhmani', ' Abhishek Raju']",Baring PE India,169032154.0,Seed,2021,Other,3,1
2021-07-05,Hash,2020,Delhi,['Shwetank Jain'],Amrac Investment Trust,3500000.0,Seed,2021,Other,1,1
2021-07-05,TartanSense,2015,Bangalore,['Jaisimha Rao'],"FMC, Omnivore, Blume Ventures",5000000.0,Seed,2021,Technology,1,3
2021-07-06,Mestastop Solutions,2018,Bangalore,['Dr Arnab Roy Chowdhury'],CIIE.CO,100000.0,Seed,2021,Healthcare,1,1
2021-07-06,Rocket Skills,2020,Gurugram,"['Vibhu Bahuguna', ' Mohit Jain']","Better Capital, First Cheque, Titan Capital",200000.0,Pre-seed,2021,Education,2,3
2021-07-06,Captain Fresh,2019,Bangalore,['Utham Gowda'],"Tiger Global, Prosus Ventures",40000000.0,Series B,2021,Logistics,1,2
2021-07-07,PayGlocal,2021,Bangalore,"['Prachi Dharani', ' Rohit Sukhija', ' Yogesh Lokhande']",Sequoia Capital India,4900000.0,Series A,2021,Finance,3,1
2021-07-08,Xpresslane,2019,Bangalore,['Ashwin Koorakula'],"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",400000.0,Pre-seed,2021,Technology,1,4
2021-07-08,Log 9 Materials,2014,Bangalore,"['Akshay Singhal', ' Kartik Hajela']",Amara Raja Batteries,8500000.0,Series A+,2021,Technology,2,1
2021-07-08,Miko,2015,Mumbai,"['Chintan Raikar', ' Prashant Iyengar', ' Sneh Vaswani']","Chiratae Ventures, YourNest Venture Capital",6000000.0,Seed,2021,Technology,3,2
2021-07-08,21K School,2020,Bangalore,"['Santosh Kumar', ' Yeshwanth Raj Parasmal', ' Dinesh Kumar', ' Joshi Kumar']",Ronnie Screwvala,5000000.0,Pre-series A,2021,Other,4,1
2021-07-08,Wondrlab,2020,Mumbai,['Saurabh Varma'],"Pi Ventures LLP, Tanas Capital, Prodapt Holdings",7000000.0,Pre-series A,2021,Marketing,1,3
2021-07-09,ReDesyn,2016,Mumbai,"['Smriti Dubey', ' Shikhar Vaidya']",Anthill Ventures,300000.0,Pre-series A,2021,Other,2,1
2021-07-09,Coinshift,2021,Chandigarh,['Tarun Gupta'],"Sequoia Capital, Sandeep Nailwal",2500000.0,Seed,2021,Technology,1,2
2021-07-09,Optimized Electrotech,2017,Ahmadabad,"['Anil Yekkala', ' Dharin Shah', ' Kuldeep Saxena', ' Purvi Shah', ' Sandeep Shah']",GVFL,1800000.0,Pre-series A,2021,Other,5,1
2021-07-09,Juspay,2012,Bangalore,"['Vimal Kumar', ' Ramanathan RV']",SoftBank Vision Fund 2,60000000.0,Series C,2021,FinTech,2,1
2021-07-10,Nimble Growth Organics,2016,Bangalore,"['Rahul Saria', ' Nagendra Kalkuli', ' Abhisek Bhagchandka', ' Pradeep Kumar ML']",Inflection Point Ventures,169032154.0,Seed,2021,Agriculture,4,1
2021-07-10,Kale Logistics,2010,Thane,"['Amar More', ' Vipul Jain']",Inflexor Ventures,5000000.0,Series A,2021,Logistics,2,1
2021-07-10,IDfy,2011,Mumbai,['Ashok Hariharan'],"TransUnion, Blume Ventures",10000000.0,Series D,2021,Technology,1,2
2021-07-10,Kazam,2020,Bangalore,"['Akshay Shekhar', ' Vaibhav Tyagi']",Inflection Point Ventures,900000.0,Seed,2021,Energy,2,1
2021-07-11,Duroflex,1963,Bangalore,['P. C. Mathew'],Norwest Venture Partners,60000000.0,Seed,2021,Other,1,1
2021-07-11,Ultraviolette,2021,Bangalore,"['Subramaniam Narayan', ' Niraj Rajmohan']","TVS Motor, Zoho",150000000.0,Series C,2021,Automotive,2,2
2021-07-11,GoBolt,2015,Gurugram,"['Naitik Baghla', ' Parag Aggarwal', ' Sumit Sharma']","Paragon Partners, Aavishkaar Capital",20000000.0,Series B,2021,Logistics,3,2
2021-07-12,ZestMoney,2015,Bangalore,"['Priya Sharma', ' Lizzie Chapman']",Zip Co,50000000.0,Series C,2021,Finance,2,1
2021-07-12,YPay,2017,Noida,['Dr Navneet Gupta'],We Founder Circle,400000.0,Seed,2021,FinTech,1,1
2021-07-13,NoBroker.com,2014,Bangalore,"['Akhil Gupta', ' Amit', ' Saurabh']","General Atlantic, Tiger Global, Moore Strategic Ventures",2100000.0,Series E,2021,Real Estate,3,3
2021-07-13,Genworks Health,2015,Bangalore,['S Ganeshprasad'],Blacksoil,2000000.0,Seed,2021,Automotive,1,1
2021-07-13,Spintly,2017,Goa,['Rohin Parkar'],Riso Capital,500000.0,Seed,2021,Technology,1,1
2021-07-14,Classplus,2017,Noida,"['Mukul Rustagi', ' Bhaswat Agarwal']",Tiger Global,65000000.0,Series C,2021,Education,2,1
2021-07-15,Delhivery,2011,Gurugram,['Sahil Barua'],Addition,76000000.0,Series I,2021,Logistics,1,1
2021-07-15,TurboHire,2019,Hyderabad,['Deepak Agrawal'],"Arcilla, Samir Khosla",169032154.0,Seed,2021,Technology,1,2
2021-07-15,ShopMyLooks,2021,Noida,['Rohit Jaiswal'],"Capital A, Collective Artists Network",200000.0,Seed,2021,Media/Entertainment,1,2
2021-07-15,Answer Genomics,2019,Bangalore,['Rahul Ranganathan'],"India Accelerator, Lyxel&Flamingo",169032154.0,Seed,2021,Automotive,1,2
2021-07-15,Kohbee,2019,Bangalore,"['Rohan Sinha', ' Shashwat Aditya']","Ankit Mehrotra, Saurabh Aggarwal",235000.0,Pre-seed,2021,Other,2,2
2021-07-16,Keeros,2017,Lucknow,"['Sachin Sahni', ' Simran Sahni']",Venture Catalysts,169032154.0,Pre-series A,2021,Consumables,2,1
2021-07-16,Otipy,2020,Gurugram,['Varun Khurana'],"Omidyar Network India, Innoven Capital",10200000.0,Series A,2021,Consumables,1,2
2021-07-17,Biddano,2016,Pune,"['Talha Shaikh', ' Ashok Yadav']","Gokul Rajaram, JPIN, Venture Catalysts UK, AngelList",2000000.0,Pre-series A1,2021,Wellness/Beauty,2,4
2021-07-17,Flipspaces,2011,Mumbai,['Kunal Sharma'],Prashasta Seth,2000000.0,Pre-series B,2021,Other,1,1
2021-07-17,WinZO,2018,Delhi,['Paavan Nanda'],Griffin Gaming Partners,65000000.0,Series C,2021,Gaming,1,1
2021-07-17,OneCard,2019,Pune,"['Rupesh Kumar', ' Anurag Sinha', ' Vibhav Hathi']","Ocean View Investment, QED Fund",76000000.0,Seed,2021,Finance,3,2
2021-07-18,Unnati,2019,Noida,"['Amit Sinha', ' Ashok Prasad']","Incofin, NabVentures, Orios",7000000.0,Series A,2021,FinTech,2,3
2021-07-18,Kodo Card,2019,Mumbai,"['Deepti Sanghi', ' Gaurav Thapa']","Brex, Y-Combinator",8000000.0,Seed,2021,FinTech,2,2
2021-07-18,Homeville,2017,Mumbai,['Madhusudan Sharma'],"9Unicorns, Varanium NexGen Fund",7000000.0,Seed,2021,Technology,1,2
2021-07-19,Voiro,2014,Bangalore,"['Anand Gopal', ' Kavita Shenoy']",1Crowd,1800000.0,Pre-series A,2021,Other,2,1
2021-07-19,Bewakoof,2012,Mumbai,['Prabhkiran Singh'],InvestCorp,8000000.0,Seed,2021,Lifestyle,1,1
2021-07-19,TranZact,2017,Mumbai,"['Ritesh Kumar', ' Sharad Sen Sharma', ' Rohan Sen Sharma']","Tribe Capital, Prime Venture Partners",7000000.0,Series A,2021,Technology,3,2
2021-07-19,ideaForge,2007,Mumbai,"['Ankit Mehta', ' Ashish Bhat']","Infosys, Qualcomm Ventures",2000000.0,Seed,2021,Technology,2,2
2021-07-19,Chalo,2014,Mumbai,"['Mohit Dubey', ' Nikhil Aggarwal']","Amit Singhal, Raine Ventures",7000000.0,Seed,2021,Technology,2,2
2021-07-19,Express Stores,2019,Gurugram,"['Apoorv Jain', ' Kartik Gupta']","Venture Highway, Rohit Bansal",1000000.0,Seed,2021,E-Commerce,2,2
2021-07-20,StockGro,2020,Bangalore,['Ajay Lakhotia'],"Roots Ventures, Velo Partners",5000000.0,Pre-series A,2021,FinTech,1,2
2021-07-20,MPL,2018,Bangalore,"['Sai Srinivas Kiran G', ' Shubham Malhotra']","Pegasus Tech Ventures, Base Partners",95000000.0,Seed,2021,Gaming,2,2
2021-07-21,Toplyne,2021,Bangalore,"['Rishen Kapoor and Ruchin Kulkarni', ' Rohit Khanna']","Sequoia Capital , Together Fund",2500000.0,Seed,2021,Technology,2,2
2021-07-22,Farmers Fresh Zone,2015,Kochi,['Pradeep PS'],"IAN Fund, Malabar Angel Network, Native Angel Network",800000.0,Pre-series A,2021,Technology,1,3
2021-07-22,MPL,2018,Bangalore,"['Sai Srinivas Kiran G', ' Shubham Malhotra']","Pegasus Tech Ventures, Base Partners",5000000.0,Seed,2021,Gaming,2,2
2021-07-22,NewLink Group,2016,Beijing,"['Yang Wang', ' Zhen Dai']",Bain Capital,200000000.0,Seed,2021,Technology,2,1
2021-07-22,Velocity,2020,Bangalore,"['Saurav Swaroop', ' Abhiroop Medhekar', ' Atul Khichariya']",Valar Ventures,20000000.0,Series A,2021,Finance,3,1
2021-07-23,Bizongo,2015,Mumbai,"['Sachin Agrawal', ' Aniket Deb', ' Ankit Tomar']",Tiger Global,100000000.0,Series D,2021,E-Commerce,3,1
2021-07-23,BharatPe,2018,Delhi,"['Ashneer Grover', ' Shashvat Nakrani']","Steadview Capital, Insight Partners",8200000.0,Debt,2021,FinTech,2,2
2021-07-23,Hakuna Matata,2006,Chennai,['Gengarajan PV'],Hardcastle Petrofer,1000000.0,Seed,2021,Technology,1,1
2021-07-24,Endimension,2018,Mumbai,"['Bharadwaj Kss', ' Apparao MLV', ' Kurien Zacharia']",Inflection Point Ventures,300000.0,Seed,2021,Automotive,3,1
2021-07-24,Hypd Store,2020,Delhi,"['Ashwarya Garg', ' Akshay Bhatnagar']",ScoopWhoop,169032154.0,Pre-seed,2021,Technology,2,1
2021-07-24,FloCareer,2018,Bangalore,"['Mohit Jain', '  Mehul Bhatt']",Data Point Capital,5700000.0,Series A,2021,Technology,2,1
2021-07-24,Sterling Accuris Wellness,2016,Ahmedabad,['Girish Patel'],Morgan Stanley Private Equity Asia,30000000.0,Seed,2021,Automotive,1,1
2021-07-25,Plutomen,2016,Ahmadabad,['Keyur Bhalavat'],"GUSEC Seed Fund, DeVX Venture Fund",300000.0,Seed,2021,Technology,1,2
2021-07-25,Droom,2014,Gurugram,['Sandeep Aggarwal'],Inflection Point Ventures,200000000.0,Seed,2021,Automotive,1,1
2021-07-25,Myelin Foundry,2019,Bangalore,"['Gopichand Katragadda', ' Ganesh Suryanarayanan', ' Aditi Olemann']",Beyond Next Ventures,1000000.0,Pre-series A,2021,Technology,3,1
2021-07-26,Revfin,2017,Delhi,['Sameer Aggarwal'],"Ruchirans Jaipuria, Rishi Kajaria",4000000.0,Pre-series A,2021,Finance,1,2
2021-07-26,House of Kieraya,2013,Bangalore,['Ajith Mohan Karimpana'],TradeCred,15000000.0,Seed,2021,Wellness/Beauty,1,1
2021-07-26,CredAvenue,2017,Chennai,['Gaurav Kumar'],"Sequoia Capital, Lightspeed, TVS Capital Funds",90000000.0,Series A,2021,FinTech,1,3
2021-07-26,Fuel Buddy,2017,Delhi,['Aditya Singh'],Jaipuria Family Office,1000000.0,Seed,2021,Energy,1,1
2021-07-26,eShipz,2019,Bangalore,"['Shashi S Tripathi', ' Shivadeep Mahadi', ' Ajaykumar R']","Indian Angel Network, Axilor",700000.0,Seed,2021,Technology,3,2
2021-07-26,Shumee,2014,Bangalore,['Meeta Sharma Gupta'],Dia Mirza,169032154.0,Seed,2021,Consumer Services,1,1
2021-07-27,FRND,2019,Bangalore,"['Bhanu Pratap Singh Tanwar', ' Hardik Bansal', ' Harshvardhan Chhangani']",KRAFTON,6500000.0,Series A,2021,Media/Entertainment,3,1
2021-07-27,Neeman,2017,Hyderabad,['Taran Chhabra'],Sixth Sense Ventures,2000000.0,Series A,2021,Consumer Services,1,1
2021-07-27,Raptee Energy,2019,Chennai,['Phunith Kumar'],Inflection Point Ventures,700000.0,Seed,2021,Automotive,1,1
2021-07-27,Khatabook,2018,Bangalore,"['Ravish Naresh', ' Ashish Sonone']","Tribe Capital, Moore Strategic Ventures (MSV)",100000000.0,Series C,2021,Finance,2,2
2021-07-27,Dunzo,2015,Bangalore,"['Ankur Aggarwal', ' Dalvir Suri', ' Kabeer Biswas', ' Mukund Jha']","Lightbox, Evolvence India Fund",40000000.0,Series E,2021,Other,4,2
2021-07-28,SSA Finserv,2019,Mumbai,['Vikas Agarwal'],Blue Ashva Capital,3000000.0,Seed,2021,FinTech,1,1
2021-07-28,MYSUN,2016,Delhi,['Gagan Vermani'],TATA Cleantech Capital,2000000.0,Seed,2021,Energy,1,1
2021-07-28,Upside AI,2017,Mumbai,"['Kanika Agarrwal', ' Nikhil Hooda', ' Atanuu Agarrwal']",Endiya Partners,1200000.0,Seed,2021,FinTech,3,1
2021-07-28,iBus,2010,Bangalore,"['Ram Sellaratnam', ' Sunil Menon and Subash Vasudevan']",Morgan Stanley,21000000.0,Seed,2021,Other,2,1
2021-07-28,HealthifyMe,2012,Bangalore,"['Tushar Vashisht', ' Sachin Shenoy']","LeapFrog, Khosla Ventures",75000000.0,Series C,2021,Automotive,2,2
2021-07-28,MYBYK,2014,Ahmadabad,['Arjit Soni'],Avon Cycles,1000000.0,Pre-series A,2021,Logistics,1,1
2021-07-29,MetroRide,2020,Bangalore,"['Girish Nagpal', ' Kaaman Agarwal']",Inflection Point Ventures,169032154.0,Seed,2021,Logistics,2,1
2021-07-29,Ozonetel,2007,Hyderabad,"['CSN Murthy', ' Atul Sharma']",Stakeboat Capital,5000000.0,Series A,2021,Technology,2,1
2021-07-29,Ourbetterplanet,2020,Bangalore,['Pallavi Srivastava'],VANS Group,300000.0,Seed,2021,E-Commerce,1,1
2021-07-29,WiT-ACE,2020,Gurugram,['Anuranjita Kumar'],CitiusTech,1000000.0,Seed,2021,Other,1,1
2021-07-30,Awon GameZ,2020,Noida,['Amardeep Bajpai'],Aditya Duggar,2000000.0,Seed,2021,Gaming,1,1
2021-07-30,NeoDocs,2020,Mumbai,"['Nikunj Malpani', ' Anurag Meena', ' Pratik Lodha']","Y Combinator, 9Unicorns, Titan Capital",169032154.0,Pre-seed,2021,Healthcare,3,3
2021-07-31,ClearDekho,2016,Ghaziabad,"['Saurabh Dayal', ' Shivi Singh']",Aroa Ventures,4000000.0,Pre-series A,2021,Consumer Services,2,1
2021-07-31,Nap Chief,2019,Mumbai,['Raghav Gupta'],Titan Capital,200000.0,Seed,2021,Lifestyle,1,1
2021-07-31,Simpl,2015,Bangalore,"['Nitya', ' Chaitra Chidanand']","Valar Ventures, IA Ventures",40000000.0,Series B,2021,Consumer Services,2,2
2021-07-31,MicroDegree,2019,Mangalore,"['Gaurav Kamath', ' Rakesh Kothari', ' Manikanta Nair']",Research Innovation Incubation Design Labs,169032154.0,Seed,2021,Education,3,1
2021-07-31,Rapido,2015,Bangalore,"['Aravind Sanka', ' Pavan Guntupalli', ' SR Rishikesh']","Shell Ventures, Yamaha, Kunal Shah",52000000.0,Seed,2021,Technology,3,3
2021-08-01,BeatO,2015,Delhi,['Gautam Chopra'],W Health Ventures,5000000.0,Pre-series B,2021,Automotive,1,1
2021-08-01,My3DSelfie,2016,Guwahati,['Harsha P Deka'],"NEVF, AccelNest",169032154.0,Pre-series A,2021,Lifestyle,1,2
2021-08-01,Bikayi,2019,Hyderabad,"['Sonakshi Nathani', ' Ashutosh Singla']",Sequoia Capital India,10000000.0,Series A,2021,E-Commerce,2,1
2021-08-02,BlissClub,2020,Bangalore,['Minu Margeret'],Elevation Capital,2000000.0,Seed,2021,Lifestyle,1,1
2021-08-02,Sourcewiz,2021,Gurugram,"['Divyaanshu Makkar', ' Vikas', ' Mayur']","Blume, Alpha Wave Incubation",3000000.0,Seed,2021,Technology,3,2
2021-08-03,DotPe,2019,Gurugram,"['Anurag Gupta', ' Gyanesh Sharma', ' Shailaz Nag']","PayU, Google",27000000.0,Series A,2021,FinTech,3,2
2021-08-03,GoMechanic,2016,Gurugram,['Kushal Karwa'],"Tiger Global, Sequoia",42000000.0,Series C,2021,Automotive,1,2
2021-08-03,Tvasta,2016,Chennai,"['Vidyashankar C', ' Parivarthan Reddy', ' Adithya Jain']",Habitat for Humanity International,400000.0,Seed,2021,Automotive,3,1
2021-08-04,Samaaro,2020,Bangalore,"['Mayank Banka', ' Purnank Prakash', ' Skandha Gopalan']","Chaitanya Kalipatnapu, Kedar Gavane",125000.0,Seed,2021,Technology,3,2
